City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
272,joshimath,30.5667,79.5667,20.12,45,0,1.36,IN,1718672109
273,ocean shores,46.9737,-124.1563,16.36,79,100,6.17,US,1718672109
274,haiku-pauwela,20.9219,-156.3051,26.79,73,40,9.77,US,1718672109
275,dryden,49.7833,-92.7503,22.16,33,0,3.09,CA,1718672109
276,smara,26.7384,-11.6719,19.24,72,35,5.17,EH,1718672109
277,nadi,-17.8,177.4167,29.0,74,40,5.14,FJ,1718671939
278,kinablangan,7.6947,126.5503,28.11,69,100,0.69,PH,1718672110
279,sebastian,35.1668,-94.2669,32.31,71,41,4.43,US,1718671904
280,kuytun,54.3419,101.5036,16.14,87,100,1.44,RU,1718672110
281,brookings,44.3114,-96.7984,18.43,96,100,2.57,US,1718671875
282,byron bay,-28.65,153.6167,18.17,49,1,3.37,AU,1718672110
283,muynoq,43.7683,59.0214,25.08,58,24,3.25,UZ,1718672110
284,chenaran,36.6455,59.1212,22.02,35,6,1.97,IR,1718672110
285,khandyga,62.6667,135.6,19.37,47,76,0.45,RU,1718672111
286,trnava,48.3774,17.5872,19.91,85,15,1.78,SK,1718672111
287,ulladulla,-35.35,150.4667,13.04,55,7,3.15,AU,1718672111
288,santa elena de uairen,4.6167,-61.1333,19.83,89,100,0.11,VE,1718672111
289,misasi,-3.0,33.0833,16.77,58,0,1.62,TZ,1718672111
290,akureyri,65.6835,-18.0878,8.96,81,100,4.12,IS,1718672111
291,kandalaksha,67.162,32.4123,12.1,67,100,1.21,RU,1718672112
292,anadyr,64.75,177.4833,14.28,51,0,4.0,RU,1718672112
293,mogocha,53.7333,119.7667,11.5,92,100,0.41,RU,1718672112
294,batticaloa,7.7102,81.6924,27.3,82,97,3.05,LK,1718672112
295,labytnangi,66.6572,66.4183,5.23,69,51,1.7,RU,1718672112
296,springbok,-29.6643,17.8865,9.67,89,80,2.87,ZA,1718672112
297,cockburn town,21.4612,-71.1419,28.13,77,0,5.69,TC,1718671912
298,mahina,-17.5065,-149.489,26.87,69,20,8.75,PF,1718672113
299,huarmey,-10.0681,-78.1522,18.45,85,26,4.56,PE,1718672113
300,opuwo,-18.0607,13.84,12.18,31,0,1.64,NA,1718672113
301,ancud,-41.8697,-73.8203,8.46,80,38,4.99,CL,1718672113
302,ventspils,57.3894,21.5606,10.96,100,100,0.0,LV,1718672113
303,mandan,46.8267,-100.8896,19.99,63,100,6.69,US,1718672099
304,maceio,-9.6658,-35.7353,23.69,88,75,3.09,BR,1718672113
305,colesberg,-30.72,25.0972,7.36,71,0,3.71,ZA,1718672114
306,rabigh,22.7986,39.0349,30.35,71,18,3.0,SA,1718672114
307,nar'yan-mar,67.6713,53.087,4.18,59,0,1.92,RU,1718672114
308,tazacorte,28.629,-17.9293,20.54,88,100,4.63,ES,1718672114
309,laguna,38.421,-121.4238,30.16,19,0,7.72,US,1718672114
310,flying fish cove,-10.4217,105.6791,26.82,83,75,4.63,CX,1718672114
311,papao,-17.75,-149.55,26.82,77,25,6.13,PF,1718672114
312,calingasta,-31.3308,-69.4078,9.38,30,9,2.15,AR,1718672115
313,darwin,-12.4611,130.8418,26.64,49,0,4.12,AU,1718671946
314,bowen,-20.0167,148.2333,19.11,59,1,2.57,AU,1718672115
315,north bend,43.4065,-124.2243,18.88,59,0,7.2,US,1718672115
316,manaure,11.7751,-72.4445,29.64,67,20,6.61,CO,1718672115
317,pombas,17.1503,-25.0201,22.88,78,2,4.33,CV,1718672115
318,protaras,35.0125,34.0583,26.1,90,6,0.45,CY,1718672116
319,kavaratti,10.5669,72.642,27.73,82,100,3.3,IN,1718672116
320,tazovsky,67.4667,78.7,1.75,77,81,8.72,RU,1718672116
321,salalah,17.0151,54.0924,29.05,79,75,2.06,OM,1718672116
322,keokuk,40.3973,-91.3849,31.29,55,0,3.6,US,1718672116
323,saint-francois,46.4154,3.9054,16.47,95,0,1.54,FR,1718672116
324,stulpicani,47.4667,25.7667,13.73,96,7,1.54,RO,1718672116
325,bamboo flat,11.7,92.7167,28.05,89,75,1.03,IN,1718672117
326,lata,40.1629,-8.3327,17.26,97,100,2.31,PT,1718672117
327,sechura,-5.5569,-80.8222,19.32,74,0,8.32,PE,1718672117
328,carutapera,-1.195,-46.02,23.36,95,12,2.37,BR,1718672117
329,manggar,-2.8833,108.2667,29.3,73,93,3.57,ID,1718672117
330,kondagaon,19.6,81.6667,24.22,73,99,1.37,IN,1718672117
331,sinabang,2.4803,96.3801,27.01,79,63,0.91,ID,1718672117
332,dambatta,12.433,8.5154,27.06,45,39,2.79,NG,1718672117
333,gamba,-2.65,10.0,21.94,92,11,2.35,GA,1718672053
334,labrador city,52.9463,-66.9114,13.99,79,100,2.57,CA,1718671835
335,kayyerkan,69.3786,87.7439,5.8,69,100,0.78,RU,1718672118
336,escanaba,45.7453,-87.0646,19.58,88,0,0.0,US,1718672023
337,yaren,-0.5472,166.916,29.27,73,9,5.85,NR,1718672118
338,muntok,-2.0667,105.1833,26.84,91,95,3.85,ID,1718672119
339,iwanai,42.9744,140.5089,20.19,85,100,4.1,JP,1718672119
340,fort st. john,56.2499,-120.8529,15.94,25,75,7.2,CA,1718672119
341,santana,-0.0583,-51.1817,25.1,94,100,3.09,BR,1718672119
342,kasongo-lunda,-6.4667,16.8167,17.53,39,99,0.81,CD,1718672120
343,charlottetown,46.2352,-63.1267,18.29,70,40,5.66,CA,1718672103
344,arar,30.9753,41.0381,33.01,8,0,1.54,SA,1718672120
345,road town,18.4167,-64.6167,28.05,83,40,1.03,VG,1718672049
346,sovetskaya gavan',48.9723,140.2878,8.08,97,100,1.18,RU,1718672120
347,campbellton,48.0075,-66.6727,21.25,75,99,1.85,CA,1718671868
348,ad dabbah,18.05,30.95,33.05,32,6,4.71,SD,1718672121
349,kovdor,67.5662,30.4758,12.61,74,100,1.63,RU,1718672121
350,huayucachi,-12.1333,-75.2333,11.35,81,55,2.37,PE,1718672121
351,al fulah,11.7329,28.3579,29.81,50,99,3.36,SD,1718672121
352,aripuana,-9.1667,-60.6333,24.5,53,1,0.43,BR,1718672121
353,masterton,-40.9597,175.6575,16.05,91,100,3.37,NZ,1718672121
354,pakuranga,-36.8833,174.9167,17.27,86,75,2.57,NZ,1718672121
355,manay,7.215,126.5397,28.57,69,100,1.35,PH,1718672122
356,caarapo,-22.6342,-54.8222,22.1,46,2,2.24,BR,1718672122
357,knezevo,44.4908,17.3775,13.52,91,0,2.07,BA,1718672122
358,hammerfest,70.6634,23.6821,17.25,67,0,1.03,NO,1718672122
359,tamanrasset,22.785,5.5228,26.95,10,0,3.09,DZ,1718672122
360,starokozache,46.3372,29.9853,18.83,73,2,1.7,UA,1718672122
361,ahiri,19.4,80.0167,27.83,73,100,1.39,IN,1718672122
362,ipueiras,-7.0333,-40.45,22.21,43,63,3.55,BR,1718672122
363,arteche,12.2645,125.4048,29.76,68,100,1.03,PH,1718672123
364,susuman,62.7833,148.1667,15.51,44,100,4.96,RU,1718672123
365,ulaangom,49.9811,92.0667,20.61,45,100,1.16,MN,1718672123
366,port blair,11.6667,92.75,28.02,89,75,1.03,IN,1718672123
367,ormara,25.2088,64.6357,28.56,79,94,2.83,PK,1718672123
368,argo,37.6333,22.7333,21.55,55,5,2.12,GR,1718672123
369,palmer,42.1584,-72.3287,25.34,60,14,3.44,US,1718672123
370,siwa oasis,29.2041,25.5195,27.6,37,0,3.09,EG,1718672123
371,cafayate,-26.073,-65.9761,13.32,37,0,0.79,AR,1718672124
372,happy valley-goose bay,53.3168,-60.3315,17.17,63,100,6.17,CA,1718672124
373,chardara,41.2547,67.9692,24.56,49,24,4.17,KZ,1718672124
374,zeya,53.75,127.2667,19.68,42,56,2.16,RU,1718672124
375,bodo,67.28,14.405,17.1,65,20,5.66,NO,1718672124
376,levuka,50.1834,-105.4011,10.84,81,100,1.37,CA,1718672124
377,cartagena,10.3997,-75.5144,29.79,79,20,3.6,CO,1718671987
378,holualoa,19.6228,-155.9522,26.97,78,40,4.63,US,1718672125
379,bibbiena,43.6965,11.8135,13.27,69,12,0.62,IT,1718672125
380,shevchenkove,49.6959,37.1735,16.81,95,100,3.31,UA,1718672125
381,marquette,46.5333,-87.6335,17.92,87,100,0.45,US,1718671980
382,pangai,-19.8,-174.35,28.06,78,75,4.12,TO,1718671939
383,taltal,-25.4,-70.4833,15.17,79,0,1.18,CL,1718672125
384,blair,41.5444,-96.125,30.79,62,75,8.23,US,1718672125
385,ettrick,37.2402,-77.43,29.24,75,0,0.0,US,1718672126
386,bubaque,11.2833,-15.8333,26.99,80,100,3.43,GW,1718672126
387,puerto santa,-8.9906,-78.6456,17.71,88,12,4.94,PE,1718672126
388,tvoroyri,61.5556,-6.8111,7.96,82,100,9.98,FO,1718672126
389,touros,-5.1989,-35.4608,23.59,91,29,3.98,BR,1718671990
390,pasighat,28.0667,95.3333,24.23,98,100,0.99,IN,1718672126
391,alice springs,-23.7,133.8833,22.75,38,0,5.14,AU,1718672126
392,mapastepec,15.4333,-92.9,23.59,99,100,1.25,MX,1718672126
393,minas de marcona,-15.2119,-75.1103,11.88,88,90,7.31,PE,1718672127
394,broome,42.2506,-75.833,23.88,95,52,3.2,US,1718672127
395,citta di castello,43.4691,12.2305,21.12,85,8,0.67,IT,1718672127
396,mugia,43.1041,-9.2179,16.76,93,100,4.46,ES,1718672127
397,seven pagodas,12.6264,80.1722,26.03,77,99,5.42,IN,1718672127
398,fort william,56.8165,-5.1121,11.28,83,98,1.22,GB,1718672127
399,camalu,30.85,-116.0667,17.83,74,0,4.64,MX,1718672128
400,yuzhno-kurilsk,44.0306,145.8556,16.23,78,100,4.87,RU,1718672128
401,okha,53.5739,142.9478,5.75,97,100,6.07,RU,1718672128
402,el jadid,33.2549,-8.506,18.96,85,29,3.16,MA,1718672128
403,burton,42.9995,-83.6163,30.99,67,0,2.06,US,1718672128
404,moyuta,14.0386,-90.0808,17.74,98,100,0.98,GT,1718672129
405,zamora,-4.0692,-78.9567,19.3,99,21,0.81,EC,1718671942
406,malango,-2.9627,119.9001,24.24,76,22,1.22,ID,1718672130
407,kete krachi,7.7939,-0.0498,25.96,85,82,4.19,GH,1718672130
408,mashhad,36.297,59.6062,23.08,49,0,2.06,IR,1718672130
409,al qadarif,14.0349,35.3834,26.92,61,100,5.96,SD,1718672130
410,salina,38.8403,-97.6114,32.79,56,20,11.32,US,1718672130
411,dapa,9.7594,126.0531,28.3,74,100,1.11,PH,1718672131
412,korla,41.7597,86.1469,27.32,19,89,5.99,CN,1718672131
413,zhalantun,48.0,122.7167,19.13,60,100,2.22,CN,1718672032
414,lompoc,34.6391,-120.4579,22.66,62,0,7.72,US,1718672131
415,ambo,-10.1308,-76.2047,16.63,89,72,2.13,PE,1718672131
416,el carril,-25.0741,-65.4917,13.25,75,0,1.34,AR,1718672132
417,mabaruma,8.2,-59.7833,23.64,100,100,0.59,GY,1718672132
418,ust-tsilma,65.441,52.1498,11.88,73,1,0.5,RU,1718672132
419,kangding,30.0513,101.9603,17.04,97,100,1.44,CN,1718672132
420,usinsk,65.9939,57.5281,5.79,51,2,3.14,RU,1718672132
421,tete,-16.1564,33.5867,15.08,87,0,0.0,MZ,1718672132
422,kollo,13.3043,2.339,31.24,43,4,3.42,NE,1718672132
423,arraial do cabo,-22.9661,-42.0278,20.98,83,0,2.57,BR,1718672110
424,abreus,22.2775,-80.5675,28.17,88,100,3.35,CU,1718672133
425,akyazi,40.685,30.6222,11.1,67,0,1.4,TR,1718672112
426,carolina beach,34.0352,-77.8936,26.12,78,8,0.45,US,1718672133
427,saint-marc,19.1082,-72.6938,27.85,72,57,2.23,HT,1718672133
428,cambria,35.5641,-121.0808,31.41,51,100,6.49,US,1718672133
429,nantucket,41.2835,-70.0995,20.03,94,0,5.66,US,1718672008
430,waingapu,-9.6567,120.2641,27.23,66,2,8.22,ID,1718672134
431,svetlyy,54.675,20.1347,17.03,95,7,3.38,RU,1718672134
432,sitka,57.0531,-135.33,13.94,67,100,6.17,US,1718672134
433,namdrik,5.5994,168.1028,28.52,75,5,3.59,MH,1718672134
434,visakhapatnam,17.69,83.2093,28.94,100,20,1.03,IN,1718672134
435,huaraz,-9.5333,-77.5333,13.31,76,89,1.05,PE,1718671975
436,alofi,-19.0595,-169.9187,27.94,74,75,4.63,NU,1718672135
437,vanino,49.0869,140.2543,8.07,97,100,0.88,RU,1718672135
438,suoyarvi,62.0833,32.35,14.4,99,100,2.22,RU,1718672135
439,slupca,52.2873,17.8719,16.22,88,100,1.84,PL,1718672135
440,myrina,39.8797,25.0742,19.58,73,0,2.06,GR,1718672135
441,saint-junien,45.8833,0.9,19.32,93,100,2.47,FR,1718672135
442,trinity beach,-16.7888,145.6968,26.67,61,8,4.63,AU,1718672136
443,vangaindrano,-23.35,47.6,19.46,78,99,1.46,MG,1718672136
444,carnarvon,-24.8667,113.6333,19.23,72,0,9.51,AU,1718672136
445,nakhon si thammarat,8.25,100.0,25.0,78,100,2.75,TH,1718672136
446,ndioum,16.5129,-14.6471,31.94,38,17,4.41,SN,1718672136
447,alta,69.9689,23.2717,15.59,77,0,2.06,NO,1718672136
448,eraan,9.0629,117.7016,30.52,63,48,0.69,PH,1718672136
449,champoton,19.35,-90.7167,26.25,90,100,0.35,MX,1718672136
450,kenai,60.5544,-151.2583,15.57,82,100,5.14,US,1718672137
451,uaua,-9.8414,-39.4817,22.51,78,73,4.69,BR,1718672137
452,marlin,31.3063,-96.898,32.37,71,85,7.56,US,1718672137
453,americus,32.0724,-84.2327,26.77,100,0,1.54,US,1718672137
454,mesolongi,38.3702,21.4295,22.73,61,0,1.4,GR,1718672137
455,poronaysk,49.2167,143.1167,10.14,97,100,2.16,RU,1718672138
456,roma,43.2128,-75.4557,29.08,58,100,1.54,US,1718672071
457,chabahar,25.2919,60.643,30.17,80,30,1.99,IR,1718672138
458,arari,-3.4536,-44.78,24.03,80,15,0.65,BR,1718671990
459,paradip garh,20.3167,86.6167,30.15,75,100,4.48,IN,1718672138
460,la'ie,21.6477,-157.9253,30.98,74,27,3.13,US,1718672138
461,portland,45.5234,-122.6762,18.56,67,75,3.09,US,1718671959
462,rocha,-34.4833,-54.3333,10.16,97,0,2.47,UY,1718671946
463,lampazos de naranjo,27.0167,-100.5167,36.0,29,0,6.77,MX,1718672139
464,jiazi,22.8779,116.067,28.62,79,95,3.0,CN,1718672139
465,la punta,-33.1837,-66.3127,13.08,62,100,5.06,AR,1718672139
466,barysaw,54.2312,28.5049,17.16,97,5,3.61,BY,1718672139
467,al bawiti,28.3492,28.8659,24.07,46,0,3.4,EG,1718672139
468,naliya,23.2667,68.8333,29.97,68,61,5.94,IN,1718672139
469,lospalos,-8.5186,127.0025,23.26,69,100,4.65,TL,1718672140
470,mormugao,15.4,73.8,26.59,94,75,2.57,IN,1718672140
471,kudahuvadhoo,2.6708,72.8944,28.86,74,95,4.14,MV,1718672140
472,viedma,-40.8135,-62.9967,13.89,41,100,7.83,AR,1718671984
473,pangody,65.85,74.4859,4.05,64,27,8.64,RU,1718672140
474,bakchar,57.0186,82.0711,16.33,98,93,3.4,RU,1718672140
475,oudenburg,51.1851,3.0085,16.65,81,0,1.03,BE,1718672140
476,itoman,26.1247,127.6694,25.22,100,75,8.23,JP,1718672141
477,chagoda,59.164,35.3285,15.58,95,100,2.86,RU,1718672141
478,hovd,48.0056,91.6419,18.37,44,52,1.26,MN,1718672141
479,palembang,-2.9167,104.7458,26.05,94,20,2.06,ID,1718672000
480,buala,-8.145,159.5921,29.21,74,35,3.19,SB,1718672141
481,enriquillo,17.9,-71.2333,25.98,81,100,2.73,DO,1718672141
482,passos,-20.7189,-46.6097,13.53,58,7,1.7,BR,1718672142
483,niafunke,15.9322,-3.9906,34.44,36,6,2.43,ML,1718672142
484,arkhangel'sk,64.5401,40.5433,14.06,72,40,3.0,RU,1718672034
485,khonsa,27.0167,95.5667,24.25,95,100,0.63,IN,1718672142
486,palapye,-22.546,27.1251,11.95,65,0,1.8,BW,1718672142
487,marsa alam,25.0757,34.8918,31.73,33,9,4.21,EG,1718672142
488,newman,37.3138,-121.0208,28.34,17,0,7.15,US,1718672142
489,puerto leguizamo,-0.1934,-74.7819,23.51,92,4,0.43,CO,1718672143
490,kariba,-16.5167,28.8,14.89,65,16,1.65,ZW,1718672016
491,corinto,37.9407,22.9573,24.02,59,7,1.19,GR,1718672016
492,donauworth,48.7,10.8,16.11,91,98,1.23,DE,1718671982
493,mount pearl,47.5166,-52.7813,15.19,60,20,6.69,CA,1718672040
494,la possession,-20.9289,55.3351,19.99,82,0,3.6,RE,1718672143
495,hasaki,35.7333,140.8333,19.22,97,100,4.52,JP,1718672144
496,paracuru,-3.41,-39.0306,27.84,84,32,4.41,BR,1718672144
497,enewetak,11.3474,162.3373,28.16,80,42,6.93,MH,1718672144
498,aykhal,66.0,111.5,8.04,64,100,0.65,RU,1718672144
499,acarau,-2.8856,-40.12,24.71,83,4,4.57,BR,1718672144
500,manokwari,-0.8667,134.0833,28.12,72,100,2.09,ID,1718672144
501,limulunga,-15.0969,23.1376,10.94,53,6,2.15,ZM,1718672144
502,santa terezinha,-29.9002,-50.0904,17.94,97,100,2.67,BR,1718672145
503,jawf al maqbabah,13.8378,45.8349,24.96,59,92,2.45,YE,1718672145
504,sinop,41.7711,34.8709,15.39,85,0,1.22,TR,1718672145
505,hassi messaoud,31.6804,6.0729,33.92,16,11,2.06,DZ,1718672111
506,thiruvarur,10.7667,79.65,28.31,79,100,3.87,IN,1718672145
507,taro,-8.3862,115.28,22.0,59,0,0.66,ID,1718672145
508,mitsamiouli,-11.3847,43.2844,26.38,79,4,4.84,KM,1718672146
509,newnham,-41.3833,147.1333,8.7,81,40,4.63,AU,1718672146
510,clorinda,-25.2848,-57.7185,22.09,99,84,1.37,AR,1718672146
511,harper,4.375,-7.7169,25.52,83,100,5.04,LR,1718672146
512,chela,34.069,104.4619,14.39,83,100,1.05,CN,1718672146
513,rio gallegos,-51.6226,-69.2181,-0.97,74,100,7.2,AR,1718672090
514,avenal,36.0041,-120.129,28.87,6,34,8.46,US,1718671933
515,necochea,-38.5473,-58.7368,12.12,64,100,6.03,AR,1718672146
516,caldas,6.0911,-75.6357,20.4,90,86,2.19,CO,1718671900
517,yeppoon,-23.1333,150.7333,19.03,31,0,2.81,AU,1718672147
518,kyren,51.6828,102.1408,19.47,70,22,1.14,RU,1718672147
519,perelyub,51.8667,50.3667,22.8,61,1,2.12,RU,1718672147
520,rouissat,31.9243,5.3502,35.04,14,0,4.12,DZ,1718672147
521,le port,-20.9373,55.2919,20.0,65,1,3.64,RE,1718671875
522,jumla,29.2747,82.1838,16.66,63,26,1.1,NP,1718672148
523,chos malal,-37.3781,-70.2709,4.44,90,100,2.94,AR,1718672148
524,castillos,-34.1667,-53.8333,12.19,89,0,2.49,UY,1718672148
525,quezon,7.7303,125.0989,27.81,73,7,0.67,PH,1718672148
526,patnanungan,14.7833,122.1833,29.05,75,98,0.4,PH,1718672148
527,arinos,-15.9169,-46.1056,16.9,58,0,0.28,BR,1718671870
528,pisco,-13.7,-76.2167,18.03,82,4,2.57,PE,1718672148
529,nuku'alofa,-21.1333,-175.2,27.19,89,75,3.6,TO,1718672149
530,howrah,22.5892,88.3103,31.0,89,75,6.17,IN,1718672149
531,bac lieu,9.285,105.7244,29.87,69,12,4.43,VN,1718672149
532,paka,4.6374,103.4368,23.96,94,20,0.0,MY,1718672150
533,stephenville,32.2207,-98.2023,32.07,58,40,5.14,US,1718672150
534,mikuni,36.2171,136.1519,18.95,93,100,3.06,JP,1718672150
535,tabou,4.423,-7.3528,25.59,83,100,4.57,CI,1718672150
536,el granada,37.5027,-122.4694,27.94,48,0,11.83,US,1718672150
537,harstad,68.799,16.5293,17.91,71,100,1.03,NO,1718672150
538,nampula,-15.1165,39.2666,17.97,88,75,3.6,MZ,1718672109
539,kamiiso,41.8167,140.65,23.21,56,75,2.57,JP,1718672151
540,tralee,52.2704,-9.7026,11.27,91,100,2.42,IE,1718672151
541,katsuren-haebaru,26.3369,127.8719,25.22,93,100,5.66,JP,1718672151
542,yarmouth,41.7057,-70.2286,20.54,85,0,6.17,US,1718672139
543,mossel bay,-34.1831,22.146,12.96,71,3,0.95,ZA,1718672151
544,las toscas,-28.3529,-59.258,16.27,94,81,1.85,AR,1718672151
545,tshikapa,-6.4167,20.8,19.39,43,0,1.19,CD,1718672151
546,bundaberg,-24.85,152.35,17.46,37,0,4.56,AU,1718672152
547,ballina,-28.8667,153.5667,18.21,53,0,3.06,AU,1718672152
548,newport,51.5877,-2.9984,14.34,89,100,3.9,GB,1718672152
